role,experience_years,education,num_projects,certifications,location_tier,company_type,skills,salary_lpa
Software Engineer,0.9,Masters,4,0,Tier-1,Product-based,algorithms|data structures|git|java|system design,12.08
Frontend Developer,1.2,Masters,2,0,Tier-1,Startup,css|git|javascript|typescript,10.54
Data Analyst,4.7,Bachelors,3,2,Tier-1,Enterprise,data visualization|excel|matplotlib|power bi|r|sql,12.68
Product Manager,3.0,Bachelors,6,0,Tier-2,Enterprise,a/b testing|agile|jira|product management|requirements gathering|wireframing,14.79
Business Analyst,3.4,Masters,3,1,Tier-2,Product-based,data visualization|excel|power bi|sql,12.8
AI Engineer,7.6,PhD,7,1,Tier-1,Startup,computer vision|deep learning|machine learning|nlp|pytorch|tensorflow,33.5
Cybersecurity Analyst,2.9,Masters,1,1,Tier-2,Service-based,linux|risk assessment|siem,10.15
DevOps Engineer,2.1,Masters,2,2,Tier-1,Service-based,aws|ci/cd|gcp|jenkins,13.27
DevOps Engineer,5.1,Bachelors,3,0,Tier-1,Enterprise,ci/cd|docker|gcp|jenkins|kubernetes|python|terraform,18.54
Product Manager,0.8,Bachelors,4,0,Tier-3,Startup,a/b testing|agile|jira|requirements gathering|stakeholder management|user research,10.35
Data Scientist,1.8,Bachelors,3,0,Tier-1,Product-based,data visualization|machine learning|matplotlib|numpy|pandas|scikit-learn|sql|tensorflow,13.34
Cybersecurity Analyst,4.5,Masters,3,1,Tier-1,Service-based,aws|linux|network security|penetration testing|risk assessment|siem,15.09
Data Analyst,4.0,Bachelors,4,2,Tier-3,Enterprise,data visualization|numpy|power bi|python|sql|tableau,8.77
Data Analyst,1.2,Bachelors,6,0,Tier-1,Product-based,data visualization|power bi|r|requirements gathering|sql|tableau,11.23
Backend Developer,0.2,Masters,3,1,Tier-2,Enterprise,flask|java|postgresql|python|redis|rest api|spring boot|sql|system design,8.36
Backend Developer,3.6,PhD,2,0,Tier-1,Product-based,flask|java|node.js|rest api|sql|system design,17.71
Product Manager,2.1,Masters,3,3,Tier-3,Product-based,a/b testing|agile|product management|sql|stakeholder management,18.97
Software Engineer,6.5,Bachelors,8,1,Tier-2,Startup,c++|data structures|java|oop|sql|system design,14.8
Frontend Developer,4.2,Bachelors,4,2,Tier-3,Startup,css|html|javascript|node.js|react,9.56
Data Scientist,9.5,Bachelors,1,3,Tier-1,Service-based,excel|machine learning|matplotlib|numpy|pandas|python|scikit-learn|seaborn|statistics,24.89
Cloud Engineer,3.8,Bachelors,2,3,Tier-2,Startup,azure|docker|gcp|jenkins|kubernetes|terraform,13.97
AI Engineer,5.9,Bachelors,6,0,Tier-1,Startup,aws|computer vision|deep learning|docker|python|tensorflow,24.74
Business Analyst,7.6,Masters,5,0,Tier-2,Service-based,agile|excel|jira|power bi|python|stakeholder management,11.76
Backend Developer,1.9,Bachelors,4,1,Tier-2,Service-based,django|fastapi|java|postgresql|python|rest api|spring boot|sql|system design,9.05
AI Engineer,1.0,Bachelors,7,2,Tier-3,Service-based,computer vision|docker|nlp|python|pytorch|scikit-learn|system design|tensorflow,9.44
Software Engineer,5.1,Bachelors,7,4,Tier-1,Startup,agile|c++|git|java|linux|oop|system design,16.44
Business Analyst,2.7,Bachelors,5,0,Tier-1,Startup,agile|data visualization|excel|jira|power bi|requirements gathering|sql|statistics,10.23
Data Analyst,2.7,Bachelors,3,1,Tier-1,Product-based,data visualization|matplotlib|numpy|power bi|python|r|sql|statistics|tableau,10.08
Frontend Developer,7.4,Bachelors,6,3,Tier-1,Product-based,agile|css|figma|git|node.js|react|typescript,22.53
Software Engineer,3.2,Bachelors,8,0,Tier-1,Enterprise,algorithms|data structures|git|oop|system design,11.71
Backend Developer,0.6,Bachelors,2,3,Tier-1,Service-based,fastapi|flask|postgresql|rest api|sql|system design,8.04
Cloud Engineer,1.2,Bachelors,4,2,Tier-1,Enterprise,aws|ci/cd|docker|gcp|kubernetes|system design|terraform,12.87
AI Engineer,5.2,Bachelors,4,2,Tier-2,Startup,computer vision|deep learning|machine learning|nlp|pytorch|tensorflow,22.92
Frontend Developer,2.0,Masters,3,2,Tier-1,Startup,agile|css|figma|html|rest api|typescript,12.65
Machine Learning Engineer,1.0,Bachelors,4,2,Tier-2,Service-based,aws|deep learning|kubernetes|machine learning|python|pytorch|scikit-learn|tensorflow|xgboost,10.43
Full Stack Developer,4.5,Bachelors,6,2,Tier-3,Service-based,flask|javascript|mongodb|node.js|react|rest api|sql,10.04
Cybersecurity Analyst,2.2,Masters,2,1,Tier-2,Product-based,ci/cd|linux|penetration testing|python|risk assessment|siem,12.12
UI/UX Designer,2.5,Bachelors,2,0,Tier-3,Product-based,figma|prototyping|ui/ux design|user research|wireframing,7.96
UI/UX Designer,1.8,Bachelors,3,1,Tier-1,Service-based,a/b testing|figma|html|prototyping|ui/ux design|user research,7.67
Full Stack Developer,0.6,Masters,2,0,Tier-2,Service-based,html|javascript|mongodb|node.js|react|rest api|sql|typescript,7.7
Business Analyst,11.6,Bachelors,5,2,Tier-1,Enterprise,data visualization|excel|power bi|requirements gathering|sql|stakeholder management,24.73
DevOps Engineer,0.9,Bachelors,7,1,Tier-2,Product-based,aws|docker|jenkins|kubernetes|linux|system design|terraform,11.85
UI/UX Designer,0.2,Bachelors,6,2,Tier-1,Service-based,a/b testing|html|prototyping|ui/ux design|user research|wireframing,6.15
Full Stack Developer,4.1,Masters,7,0,Tier-1,Product-based,css|docker|flask|html|javascript|node.js|python|react|rest api,17.76
UI/UX Designer,2.2,Bachelors,2,1,Tier-1,Service-based,a/b testing|css|figma|html|prototyping|ui/ux design|user research,7.38
Cybersecurity Analyst,2.0,Masters,5,1,Tier-1,Startup,linux|penetration testing|risk assessment,14.41
Machine Learning Engineer,0.2,Masters,6,3,Tier-1,Service-based,docker|keras|python|scikit-learn|xgboost,9.47
Full Stack Developer,2.1,Masters,4,0,Tier-1,Product-based,css|javascript|node.js|rest api|sql,15.89
Machine Learning Engineer,0.6,Masters,5,4,Tier-1,Service-based,airflow|aws|deep learning|docker|machine learning|python|pytorch|system design|tensorflow,11.79
DevOps Engineer,5.9,Masters,3,0,Tier-1,Service-based,aws|azure|docker|gcp|kubernetes|system design|terraform,18.5
Cybersecurity Analyst,0.2,Bachelors,2,2,Tier-2,Product-based,linux|network security|python|risk assessment|siem,7.89
Full Stack Developer,2.2,Bachelors,6,0,Tier-1,Service-based,css|node.js|python|rest api|sql,11.08
Data Scientist,2.0,Masters,4,2,Tier-2,Service-based,excel|numpy|pandas|python|scikit-learn|sql|statistics,11.53
Data Analyst,7.4,Bachelors,5,1,Tier-1,Service-based,data visualization|pandas|power bi|python|r|sql|statistics|tableau,11.84
AI Engineer,7.7,Bachelors,4,0,Tier-2,Service-based,computer vision|deep learning|machine learning|nlp|python,20.53
Cybersecurity Analyst,0.6,Bachelors,7,0,Tier-3,Service-based,network security|penetration testing|siem,5.99
Software Engineer,2.0,Masters,4,2,Tier-2,Product-based,agile|algorithms|data structures|git|linux|oop|python|system design,13.57
Product Manager,0.4,Bachelors,2,1,Tier-1,Enterprise,a/b testing|agile|data visualization|jira|product management|requirements gathering|sql|stakeholder management|wireframing,11.8
Full Stack Developer,2.0,Bachelors,1,4,Tier-1,Enterprise,css|docker|flask|javascript|node.js|react|sql|typescript,11.16
AI Engineer,3.6,Bachelors,2,1,Tier-2,Product-based,computer vision|deep learning|docker|kubernetes|machine learning|nlp|python|pytorch|system design|tensorflow,18.54
Cloud Engineer,5.9,Bachelors,2,1,Tier-1,Product-based,aws|azure|ci/cd|gcp|jenkins|terraform,24.83
Frontend Developer,0.1,Bachelors,6,0,Tier-2,Startup,css|figma|git|html|javascript|react|rest api,7.22
Cloud Engineer,3.1,Bachelors,2,0,Tier-1,Enterprise,aws|azure|docker|gcp|terraform,14.99
Cybersecurity Analyst,1.1,Bachelors,5,0,Tier-1,Product-based,azure|ci/cd|linux|network security|python|siem,10.68
Software Engineer,0.1,Bachelors,3,0,Tier-1,Product-based,agile|algorithms|c++|data structures|git|java|linux|oop,9.2
Product Manager,0.9,Masters,3,0,Tier-1,Enterprise,a/b testing|agile|jira|product management|requirements gathering|stakeholder management|wireframing,15.9
Machine Learning Engineer,1.5,Bachelors,5,1,Tier-3,Service-based,aws|docker|machine learning|python|pytorch|scikit-learn|tensorflow|xgboost,9.86
Machine Learning Engineer,3.3,Bachelors,2,1,Tier-1,Enterprise,pytorch|scikit-learn|tensorflow,18.1
AI Engineer,4.8,Bachelors,4,0,Tier-2,Product-based,nlp|python|pytorch|tensorflow,25.93
Backend Developer,0.6,Masters,5,0,Tier-3,Startup,docker|postgresql|python|system design,7.13
Product Manager,1.2,Bachelors,3,0,Tier-2,Service-based,a/b testing|agile|jira|product management|stakeholder management|user research|wireframing,10.44
Data Scientist,0.6,Bachelors,6,2,Tier-1,Product-based,data visualization|machine learning|numpy|pandas|python|r|scikit-learn|sql|statistics,12.73
AI Engineer,1.4,Bachelors,2,0,Tier-2,Service-based,computer vision|docker|kubernetes|machine learning|nlp|pytorch|system design,10.2
Business Analyst,0.6,Bachelors,3,0,Tier-2,Enterprise,data visualization|power bi|requirements gathering|sql|stakeholder management|statistics,6.15
Backend Developer,7.7,Bachelors,4,2,Tier-2,Enterprise,java|postgresql|rest api|system design,14.77
Cybersecurity Analyst,5.9,Masters,6,4,Tier-2,Startup,azure|linux|network security|penetration testing|python|risk assessment|siem,18.14
DevOps Engineer,0.3,Masters,2,1,Tier-1,Startup,aws|azure|ci/cd|docker|gcp|jenkins|kubernetes|linux|python,12.23
Cybersecurity Analyst,2.8,Bachelors,7,2,Tier-2,Service-based,azure|ci/cd|network security|penetration testing|python|siem,11.05
Frontend Developer,1.9,PhD,8,1,Tier-2,Product-based,css|html|javascript|react|typescript,13.11
DevOps Engineer,3.9,Bachelors,7,2,Tier-3,Product-based,aws|ci/cd|docker|jenkins|kubernetes|linux|system design|terraform,17.01
Business Analyst,4.6,Bachelors,5,0,Tier-3,Service-based,data visualization|power bi|requirements gathering|sql|stakeholder management,7.03
Data Scientist,0.6,Bachelors,7,4,Tier-2,Product-based,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics,12.15
AI Engineer,3.0,Bachelors,5,1,Tier-1,Service-based,computer vision|nlp|pytorch|system design,17.78
DevOps Engineer,1.8,Bachelors,3,0,Tier-2,Startup,aws|ci/cd|docker|jenkins|kubernetes|linux,11.02
Software Engineer,4.9,Bachelors,5,0,Tier-2,Startup,algorithms|c++|data structures|git|oop|system design,12.98
Software Engineer,2.6,Masters,4,0,Tier-3,Startup,algorithms|c++|data structures|linux|oop|system design,10.47
Backend Developer,0.2,Masters,4,3,Tier-2,Product-based,django|java|python|rest api|sql|system design,10.72
AI Engineer,1.3,Masters,5,0,Tier-3,Service-based,computer vision|machine learning|nlp|python|pytorch|scikit-learn,9.96
Frontend Developer,0.7,Bachelors,2,0,Tier-3,Service-based,css|figma|git|html|javascript|rest api,5.24
AI Engineer,0.9,Bachelors,5,2,Tier-1,Product-based,deep learning|machine learning|nlp|pytorch|tensorflow,17.77
Full Stack Developer,9.0,Bachelors,1,0,Tier-3,Product-based,django|docker|javascript|node.js|react|rest api,20.46
Business Analyst,2.4,Masters,3,1,Tier-2,Service-based,data visualization|excel|power bi|requirements gathering|sql|stakeholder management|statistics,8.41
Full Stack Developer,7.2,PhD,1,0,Tier-3,Startup,css|django|html|javascript|node.js|rest api|sql,16.13
Machine Learning Engineer,7.9,PhD,3,4,Tier-1,Enterprise,deep learning|docker|python|pytorch|scikit-learn|sql|tensorflow,24.88
Cybersecurity Analyst,0.7,Bachelors,7,1,Tier-2,Product-based,azure|linux|penetration testing|python|risk assessment|siem,10.64
Product Manager,4.1,Masters,3,1,Tier-1,Service-based,agile|jira|product management|requirements gathering|stakeholder management|wireframing,17.72
Software Engineer,1.0,PhD,2,1,Tier-1,Startup,algorithms|c++|data structures|git|java|linux|sql|system design,12.15
Cloud Engineer,2.7,Masters,3,0,Tier-2,Product-based,aws|azure|ci/cd|docker|gcp|kubernetes|terraform,13.84
Cybersecurity Analyst,4.7,Bachelors,4,2,Tier-2,Startup,network security|penetration testing|siem,14.44
Cloud Engineer,2.2,Bachelors,3,0,Tier-2,Service-based,aws|ci/cd|docker|kubernetes|terraform,9.5
Cloud Engineer,3.5,Bachelors,6,1,Tier-2,Service-based,azure|ci/cd|docker|gcp|jenkins|kubernetes|python|terraform,11.34
Business Analyst,7.9,Bachelors,6,0,Tier-2,Enterprise,agile|data visualization|excel|power bi|python|sql|statistics,17.06
Full Stack Developer,0.6,Bachelors,4,2,Tier-3,Enterprise,css|flask|html|javascript|node.js|react|rest api|sql,6.82
Software Engineer,12.9,Bachelors,6,1,Tier-2,Product-based,c++|git|oop|rest api|sql|system design,31.29
UI/UX Designer,4.2,Masters,4,0,Tier-2,Startup,figma|prototyping|ui/ux design|wireframing,12.27
Business Analyst,5.9,Bachelors,4,1,Tier-2,Startup,agile|data visualization|excel|jira|power bi|requirements gathering|sql,10.75
Backend Developer,2.7,Bachelors,5,0,Tier-1,Startup,java|node.js|postgresql|python|sql|system design,11.59
Business Analyst,1.1,Bachelors,6,2,Tier-3,Startup,data visualization|excel|power bi|requirements gathering|sql,6.66
AI Engineer,3.0,Bachelors,5,0,Tier-3,Startup,aws|computer vision|deep learning|docker|nlp|pytorch|tensorflow,13.31
Product Manager,0.4,Bachelors,9,1,Tier-1,Product-based,a/b testing|agile|data visualization|jira|sql|user research,16.95
Software Engineer,5.8,Bachelors,6,2,Tier-2,Service-based,agile|algorithms|c++|data structures|git|java|linux|sql|system design,12.29
AI Engineer,0.1,Masters,2,0,Tier-1,Service-based,kubernetes|python|pytorch|system design|tensorflow,10.36
AI Engineer,3.6,Masters,3,3,Tier-1,Product-based,deep learning|kubernetes|machine learning|nlp|python|system design,24.54
Cloud Engineer,0.1,Bachelors,4,0,Tier-1,Product-based,aws|azure|ci/cd|docker|jenkins|kubernetes|linux|terraform,10.44
Software Engineer,4.5,Masters,2,1,Tier-2,Startup,agile|algorithms|c++|data structures|git|oop|python|system design,14.75
UI/UX Designer,3.4,Bachelors,4,0,Tier-2,Startup,a/b testing|figma|html|prototyping|ui/ux design|user research|wireframing,9.58
Data Analyst,4.1,Bachelors,1,2,Tier-1,Product-based,data visualization|matplotlib|pandas|power bi|python|r|sql|statistics,14.44
Data Scientist,5.7,Bachelors,7,1,Tier-1,Startup,data visualization|machine learning|numpy|pandas|python|scikit-learn|sql|statistics,18.7
Software Engineer,0.6,Bachelors,7,3,Tier-2,Service-based,agile|algorithms|c++|data structures|java|linux|oop|python,6.56
Backend Developer,1.1,Bachelors,3,2,Tier-2,Product-based,flask|java|node.js|postgresql|rest api|sql|system design,10.0
Full Stack Developer,1.3,Bachelors,3,1,Tier-3,Product-based,css|javascript|node.js|react|rest api|sql,8.88
AI Engineer,1.0,Masters,2,0,Tier-1,Product-based,computer vision|deep learning|machine learning|python|pytorch|scikit-learn|tensorflow,19.07
Data Scientist,1.3,Bachelors,3,1,Tier-2,Enterprise,data visualization|machine learning|numpy|python|scikit-learn|statistics,7.88
AI Engineer,4.2,Bachelors,2,0,Tier-1,Startup,aws|computer vision|deep learning|docker|kubernetes|machine learning|pytorch|tensorflow,21.97
Data Scientist,1.9,Masters,5,0,Tier-3,Product-based,data visualization|excel|machine learning|numpy|python|r|scikit-learn|sql|tensorflow,13.83
Frontend Developer,2.1,Bachelors,7,0,Tier-1,Service-based,css|git|html|javascript|react,9.76
AI Engineer,0.8,Bachelors,5,0,Tier-2,Product-based,computer vision|deep learning|docker|kubernetes|python|system design|tensorflow,14.83
Software Engineer,2.0,Masters,2,0,Tier-1,Enterprise,algorithms|data structures|git|oop|python|sql,12.51
DevOps Engineer,2.8,Bachelors,2,1,Tier-1,Startup,aws|ci/cd|jenkins|kubernetes|linux|terraform,11.73
Frontend Developer,1.7,Bachelors,2,2,Tier-2,Service-based,css|figma|git|html|javascript|react|typescript,7.51
Full Stack Developer,3.7,Bachelors,5,2,Tier-1,Enterprise,css|docker|html|javascript|node.js|python|react|rest api|sql,13.92
Frontend Developer,0.6,Bachelors,3,1,Tier-2,Service-based,agile|css|javascript|rest api|typescript,6.25
AI Engineer,2.0,Bachelors,3,1,Tier-1,Startup,computer vision|deep learning|machine learning|nlp|pytorch,15.91
Software Engineer,7.9,Masters,6,0,Tier-2,Startup,agile|algorithms|c++|data structures|git|java|oop|rest api|sql|system design,19.75
Cybersecurity Analyst,1.9,Bachelors,3,0,Tier-1,Service-based,aws|network security|penetration testing|siem,8.7
Software Engineer,4.2,Bachelors,4,2,Tier-2,Product-based,c++|data structures|java|oop|system design,17.93
Frontend Developer,11.0,Bachelors,2,0,Tier-2,Startup,css|figma|git|html|javascript|react|rest api|typescript,20.5
Full Stack Developer,4.5,PhD,6,0,Tier-1,Service-based,html|node.js|react|rest api,14.85
Full Stack Developer,1.0,Bachelors,1,0,Tier-1,Product-based,css|html|javascript|node.js|react,9.33
Data Analyst,7.0,Bachelors,3,0,Tier-1,Startup,data visualization|numpy|pandas|python|sql|statistics|tableau,14.57
Frontend Developer,7.4,Bachelors,8,0,Tier-2,Startup,git|javascript|react|typescript,14.66
Full Stack Developer,0.5,Bachelors,6,2,Tier-1,Service-based,javascript|mongodb|node.js|python|react|rest api,9.03
Backend Developer,10.4,Bachelors,1,0,Tier-2,Product-based,django|java|mongodb|node.js|postgresql|python|rest api|system design,20.62
Cybersecurity Analyst,2.6,Bachelors,3,1,Tier-1,Service-based,linux|network security|penetration testing|risk assessment,9.77
AI Engineer,1.6,Masters,6,1,Tier-1,Service-based,computer vision|deep learning|kubernetes|machine learning|python|scikit-learn,14.06
UI/UX Designer,0.8,Masters,3,1,Tier-2,Enterprise,a/b testing|figma|prototyping|user research|wireframing,8.27
Software Engineer,2.0,Bachelors,4,0,Tier-1,Product-based,algorithms|c++|data structures|git|java|linux|oop|system design,13.5
Cloud Engineer,3.9,Masters,7,0,Tier-2,Startup,aws|ci/cd|docker|gcp|jenkins|kubernetes|linux|system design|terraform,19.26
Software Engineer,5.1,Masters,5,0,Tier-1,Product-based,agile|algorithms|c++|git|oop|system design,17.54
AI Engineer,1.8,Bachelors,2,0,Tier-1,Service-based,aws|computer vision|deep learning|docker|machine learning|python|pytorch|tensorflow,12.12
Machine Learning Engineer,0.3,Bachelors,6,0,Tier-2,Service-based,deep learning|docker|machine learning|sql|tensorflow,8.6
